participant,paragraph,speaker,text
participant10,58,Interviewer ,"Yeah, yeah, I think people quite often make jokes. I think you're absolutely right. I'm trying to get to the bottom of why people do make jokes about testicles in the way that it's different from an arm or a leg, isn't it? But I can't quite get to the bot"
participant10,59, Interviewee ,Not that I'm aware of. There might be people I know that do but they've not talked about it. 
participant10,60,Interviewer ,"That's really interesting, yeah, yeah. And what about any famous people? Have you ever heard of any testicular health problems with older people? Or, sorry, famous people I meant maybe more."
participant10,61, Interviewee ,"Don't think so, not that I can think of. "
participant10,62,Interviewer ,"No, that's fine. Okay, so what would you do if you got pain in your testicle? "
participant10,63, Interviewee ,Probably tell Mother. 
participant10,64,Interviewer ,"Yeah. And if you--would you tell her straightaway, do you think, or what would you do?"
participant10,65, Interviewee ,"I'd probably leave it for a couple of days, see if it went away itself. And then if it didn't, then I'd probably tell Mother. "
participant10,66,Interviewer ,"Okay, alright. And why do you think you might leave it?"
participant10,67, Interviewee ,"Just to see 'cause some things a bit of--it's a conversation that would take quite a lot of time and stuff and it's a bit awkward and if it's just gonna go away itself then sometimes I'd feel there's no need to. But then, like, it came back and it go for "
participant10,68,Interviewer ,"Yeah, no, I think you're absolutely right. And do you think you wouldn't want to talk to your Mother--see, you touched on a little bit that you might find it a bit awkward to talk about. Is it the conversation with your Mother? Sorry, I hope you don't min"
participant10,69, Interviewee ,Just 'cause it doesn't get--it's not the thing I would normally have a conversation with Mother about.
participant10,70,Interviewer ,"And what do you think, do you think you'd--sorry, I don't--is your--would you have a conversation more easily with your dad? Or does that make any difference? "
participant10,71, Interviewee ,"Well, I would have that kind of conversation with Dad. I dunno, I just don't. It's more something that I'd talk to Mother about. "
participant10,72,Interviewer ,"Fine, is that 'cause she's a doctor or 'cause she's Mother?"
participant10,73, Interviewee ,"Well, Dad's a doctor too."
participant10,74,Mother ,Your dad is too.
participant10,75,Interviewer ,"Oh, is he as well? You're both doctors, are you? Right. "
participant10,76,Mother ,"I was worried probably because, unfortunately, we are both doctors, is that you might not come to us because we might just kind of go, ""It'll be fine"" for a few days and maybe we don't really take it seriously but, I don't know, do you feel that? That we "
participant10,77, Interviewee ,"For small things. Other parents--well, since you know what--you probably--if I have, like, so last night I had a sore head and my left arm was numb, and then other parents might have been a bit worried about that."
participant10,78,Interviewer ,"They might have been, yeah. "
participant10,79, Interviewee ,"But since, Mother, you know there wasn't anything bad there, I'm completely fine today. "
participant10,80,Mother  ,And I do think that 'cause it'll mean you've ever had a day off school sick because we just say--
participant10,81, Interviewee ,"Say, ""Get on with it""."
participant10,82,Mother  ,"""To school."" Tell you to get on with it. Whereas lots of your friends who maybe don't have medical parents, so I suppose I was a bit concerned that your answer to that question might be ""Mother and Dad don't take me very seriously sometimes. They just tel"
participant10,83, Interviewee ,"Well, no, about that, you've never said that about this testicular thing. "
participant10,84,Mother  ,"No, and I think if you've ever come with, I don't know, remember when you had some breast bud development, do you remember? When you hit puberty and we spoke about that. "
participant10,85,Interviewer ,"Yeah, it's very common. Very common. "
participant10,86,Mother  ,"You were a bit worried about that. And so we just had to really assure you that that was okay, it was just part of puberty. So we do talk about puberty and we have various conversations about things that would happen but I don't think we've ever actually "
participant10,87, Interviewee ,Pretty sure we have. 
participant10,88,Mother  ,Have we? What have we talked about?
participant10,89, Interviewee ,Sports and stuff.
participant10,90,Interviewer ,"Wearing sensible underwear, like, wearing supportive--that kind of stuff or you mean, like--"
participant10,91,Mother  ,I don't--have we? Have we talked about that? 
participant10,92, Interviewee ,I think so.
participant10,93,Mother  ,"Yeah, I think there's a couple of--haven't talked about underwear, I don't think, particularly. "
participant10,94, Interviewee ,I'm not sure. 
participant10,95,Mother  ,"When you and I talk, we have conversations about it 'cause we tend--I tend to use the term your ""chuckies"". We have silly conversations about it. "
participant10,96,Interviewer ,I've never heard that one before. Chuckies.
participant10,97,Mother  ,I think that's a Scottish thing. [laughing] 
participant10,98, Interviewee ,I think Mother's the only person that's ever--
participant10,99,Interviewer ,[laughing] I must be--I've been speaking to quite a lot of people and I've not heard that word before but--
participant10,100, Interviewee ,"Yeah, okay, it's normal, okay. "
participant10,101,Interviewer ,"So I guess the question for me is with that awkwardness about it, there's a part of it that's feeling a bit awkward speaking to your Mother about testicles which is fine. Is there any part of that awkwardness the worry about the next steps and what might "
participant10,102, Interviewee ,"It's just that 'cause someone, like we've already talked about, since someone else's Mother and Dad might take them to a doctor or something like that but I don't have that to worry about, really. Obviously, I would if it was serious but for something tha"
participant10,103,Interviewer ,"Fine. You just kind of, your first port of call is mostly to see your parents and just they'll help you with any health issues you have."
participant10,104, Interviewee ,"Yeah, I'd say so. "
participant10,105,Interviewer ,"Yeah, and what happens if you weren't with your parents? Say, you're at school, it's 10 o'clock in the morning and suddenly you get, shall I say, I use the word ""excruciating"" pain that isn't going away. What would you do in that situation? "
participant10,106, Interviewee ,"I dunno. I wouldn't feel comfortable talking to a teacher, I don't think. Just be something that would--never thought of that, really. Obviously, it's never happened and that would be a lot worse than it happening in the house. "
participant10,107,Interviewer ,"Yeah, what about if it was at 2 in the morning? What would you do if it was 2 in the morning and you woke up and it was excruciating? "
participant10,108, Interviewee ,"Probably just wake up Mother, I'd say. I wouldn't really want to 'cause it would mean that you'd be very tired the next day."
